"","YEAR","month","LATITUDE","LONGITUDE","SURF.TEMP","BOT.TEMP","BOT.SAL","SURF.CHLOR","BOT.OXY","effort","count","rscpue","BATHYMETRY","RUGOSITY","PLATFORM","PIPELINE","GRAVEL","MUD","ROCK","SAND","CARBON","REEF","PA","logrscpue","rand","Validate"
"8853",2000,6,27.19,-97.22,27.09,24.55,36.34,-1.77195684193188,6.1,30,1,0.03333333,25,3.22286784613774,0,0,1.455025673,66.59606171,0.957221329,25.79387856,0.802777588,0,1,1.09861222200144,2664,"TRAIN"
"6932",1997,6,27.76,-95.98,28.53,20.79,36.05,-1.04982212449868,4.4,39,3,0.07692308,80,3.26193531432865,0,0,1.33e-14,50,9.99e-16,50,1.005161405,0,1,1.72551011656357,2665,"TRAIN"
"6378",1996,7,28.62,-93.43,30.32,22.03,35.92,-0.579818495252942,5.7,22,7,0.3181818,36,2.31253542384721,0,0,23.69238663,42.61820602,0.224679351,34.76799393,0.936311126,0,1,3.00026737442074,2666,"TRAIN"
"1543",1989,7,28.61,-90.49,29.71,24.15,35.77,-1.30933331998376,1.3,13,0,0,29,2.64617479738412,1,6.319214,7.19e-14,93,2.93e-13,6,0.815029919,0,0,0,2667,"TRAIN"
"5646",1995,7,27.98,-93.96,28.56,17.64,36.37,-1.30933331998376,3.9,37,0,0,84,3.43720781918519,0,5.216139,5,18.18181801,30,67,0.75483954,0,0,0,2668,"TRAIN"
"20714",2018,6,26.12,-83.34,29.07,22.47,36.44,-4.60517018598809,6.9,30,0,0,57,2.2082744135228,0,0,8,2,2.06e-13,90,0.626699507,0,0,0,2669,"TRAIN"
"20914",2018,7,28.77,-93.63,30.67,25.76,35.37,-1.42711635564015,4.6,30,16,0.5333333,25,1.80828877117927,0,3.644911271,1.02e-14,50,8.29e-14,50,0.873755932,0,1,3.49650750086042,2671,"TRAIN"
"1768",1989,7,28.94,-91.58,29.35,24.08,35.75,1.32175583998232,1.4,31,0,0,16,2.4932054526027,0,0,5.758081913,56.3110466,1.924602747,34.86860275,1.449126244,0,0,0,2672,"TRAIN"
"9853",2001,7,29.05,-94.48,30.32,28.19,34.08,0.27763173659828,3.8,47,4,0.08510638,18,1.96009478404727,0,6.313625,7.88e-15,50,3e-14,33.33333206,0.638179243,0,1,1.80933458478127,2673,"TRAIN"
"979",1988,7,27.99,-93.71,28.18,18.58,36.51,-2.04022082852655,5.2,60,0,0,97,4.04480411666196,0,2.843855166,2.22e-14,54.54545593,0,45.45454407,0.748924375,0,0,0,2674,"TRAIN"
"10296",2002,6,28.57,-94.53,27.83,25.54,35.85,0.824175442966349,4.8,55,39,0.7090909,34,2.4932054526027,0,0,0,50,0,50,0.87015748,0,1,3.77380531208645,2675,"TRAIN"
"4058",1993,6,28.5,-95.57,29.4,27,30.76,0.0676586484738149,5,31,0,0,25,2.4932054526027,0,0,1.15e-14,70,0,30,0.800000012,0,0,0,2677,"TRAIN"
"20786",2018,6,28.07,-83.41,29.27,27.02,36.24,-4.60517018598809,7,30,0,0,26,1.80828877117927,0,0,14.18371582,7.944624424,1.591390014,72.17040253,0.291735768,0,0,0,2678,"TRAIN"
"14689",2009,6,27.13,-97.31,24.47,23.29,36.41,1.05431202977153,5.9,30,25,0.8333333,17,2.83907846350861,0,3.72939185,8.88e-16,74,0,26,0.699999988,0,1,3.93182559350864,2679,"TRAIN"
"7579",1998,7,28.73,-93.05,29.53,21.56,35.69,-1.77195684193188,4.8,34,3,0.08823529,31,2.09186406167839,0,0,18,30,0,51,0.828515053,0,1,1.83961545115335,2681,"TRAIN"
"16245",2011,6,28.2,-82.97,30.18,30.16,35.19,0.72270598280149,6.5,30,0,0,8,2.09186406167839,0,0,6.635663986,4.845403194,3.383545876,88.27635956,0.537561357,0,0,0,2682,"TRAIN"
"19395",2016,6,27.43,-82.83,28.75,28.17,35.57,-1.66073120682165,6.9,30,0,0,11,2.40694510831829,0,0,100,2.24e-13,0,-1.35e-13,0.5,21,0,0,2683,"TRAIN"
"2026",1990,7,29.09,-93.66,29.58,27.65,33.79,-0.867500567704723,1.9,48,0,0,20,1.80828877117927,0,0,6.57e-14,-5.33e-13,9.8e-15,100,0.721876323,0,0,0,2684,"TRAIN"
"19576",2016,6,29.56,-93.18,30.6,27.51,32.46,0.470003629245736,0.1,30,0,0,12,1.96009478404727,0,15.91604797,50,3.13e-13,2.24e-14,2.84e-14,0.923613548,0,0,0,2685,"TRAIN"
"904",1988,6,28.1,-96.29,28.05,26.96,33.24,-1.38629436111989,5.6,29,0,0,28,2.4932054526027,0,0,0,50,3.31e-14,50,0.854239285,0,0,0,2686,"TRAIN"
"22219",2021,6,25.88,-82.19,28.83,28.74,36.24,-4.60517018598809,6.3,30,0,0,20,2.2082744135228,0,0,50,-8.35e-13,1.35e-13,50,1.698455811,0,0,0,2687,"TRAIN"
"10890",2003,7,29.84,-88.5,29.89,20.86,35.78,2.2353763433006,2.5,16,0,0,31,2.4932054526027,0,0,0,78,0,22,0.27327618,0,0,0,2688,"TRAIN"
"4843",1994,6,26,-97.06,25.4,22.64,36.08,-0.0725706928348354,4.5,18,1,0.05555556,23,3.13983261752775,0,0,0,50,1.67e-14,50,0.5,0,1,1.46633713033189,2690,"TRAIN"
"18114",2014,6,25.57,-81.41,30.77,30.79,36.92,0.425267735404344,6.7,30,0,0,4,1.41098697371026,0,0,10,30,1.63e-13,60,0.200000003,0,0,0,2691,"TRAIN"
"4557",1993,6,29.32,-88.85,27.6,20.4,36.23,3.01944880017131,5.3,10,0,0,50,3.87328217711172,0,9.820428,6.22e-15,100,2.67e-13,-4.26e-14,1.178685308,2,0,0,2692,"TRAIN"
"18020",2014,6,28.64,-84.29,27.23,23.09,36.01,-0.562118918153541,7.8,30,0,0,37,2.2082744135228,0,0,0,-1.42e-13,100,100,0.351032317,0,0,0,2693,"TRAIN"
"15298",2010,6,29.12,-92.01,30.25,26.11,32.23,1.79342474854712,0.8,30,0,0,12,2.2082744135228,0,0,8.86709404,51.89671326,0.214342594,34.20189285,0.200000003,0,0,0,2695,"TRAIN"
"6203",1996,7,28.58,-90.9,29.95,24.85,36.01,1.80335860507141,2.8,19,0,0,23,2.4932054526027,2,7.586462,4.626362324,62.59729004,0,32.32102585,0.851962447,0,0,0,2696,"TRAIN"
"10236",2002,6,27.67,-97.12,29.7,29.15,30.24,0.371563556432483,5.8,21,0,0,15,2.71469474382088,0,0,4.020407677,60.41496658,0.2571778,30.44586563,0.591315567,0,0,0,2697,"TRAIN"
"17667",2013,6,28.18,-93.4,29.32,21.27,36.46,-2.81341071676004,6.1,30,0,0,65,2.57261223020711,0,2.656366898,22.61864281,51.97117233,11.63290119,21.24118042,0.931291819,0,0,0,2698,"TRAIN"
"1505",1989,7,29.99,-88.75,27,25.4,32.79,0.398776119957368,3.6,26,0,0,11,2.40694510831829,0,0,0.941134393,42.53506088,4.371152878,40.87823868,0.344158947,0,0,0,2699,"TRAIN"
"22285",2021,6,29.64,-85.63,25.86,23.88,35.15,-1.42711635564015,6.7,30,0,0,28,2.89591193827178,0,0,7.11e-15,-4.97e-14,4.62e-14,100,2.124114037,0,0,0,2700,"TRAIN"
"14724",2009,6,28.32,-95.92,28.06,23.64,31.87,-0.356674943938732,2,32,7,0.21875,24,2.2082744135228,0,2.332418912,5.057424068,61.84535217,0.725878179,31.14310455,0.938570917,0,1,2.6479462770325,2701,"TRAIN"
"4014",1993,6,26.88,-97.01,28.09,22.32,36.16,-0.328504066972036,6,56,0,0,41,2.89591193827178,0,0,4.978247166,70.61362457,0,17.59177971,0.873634696,0,0,0,2702,"TRAIN"
"17549",2013,7,29.02,-88.99,27.95,20.3,36.47,3.76699723337789,2.1,30,8,0.2666667,81,4.39568296112137,0,0,1.24e-14,67,100,33,1.248572707,0,1,2.83321346170327,2704,"TRAIN"
"15750",2010,7,28.06,-95.11,29.28,19.95,36.21,0.122217632724249,3.8,30,0,0,66,2.94968833505258,0,3.202575324,4.5,41.5,9.14e-14,46,0.893948197,0,0,0,2705,"TRAIN"
"309",1988,6,28.15,-95.8,28.05,20.67,35.91,-0.994252273343867,5.9,50,0,0,33,2.2082744135228,0,0,6.220417023,59.81771088,0.795114756,32.69755173,0.953353107,0,0,0,2706,"TRAIN"
"19646",2016,7,28.81,-90.69,30.31,27.03,35.42,-0.27443684570176,1.8,30,0,0,19,2.77881927199042,0,3.96709602,1.42e-14,61.11224365,0,30.80612183,0.93327409,0,0,0,2708,"TRAIN"
"12953",2007,6,26.77,-97.24,26.37,23.12,36.29,-0.400477566597125,5.6,12,1,0.08333333,19,2.94968833505258,0,0,4.44e-16,98,3.61e-14,2,1,0,1,1.79175943589472,2709,"TRAIN"
"20703",2018,6,27.08,-84.01,29.22,22.64,36.46,-4.60517018598809,6.8,30,0,0,81,3.09557760852371,0,0,0,-1.06e-12,0,100,0.758728802,0,0,0,2710,"TRAIN"
"532",1988,7,30.07,-87.8,27.5,25,35,-0.653926467406664,6,37,6,0.1621622,20,2.4932054526027,0,0,3.459667683,12.15956306,3.722608328,90.07158661,0.549835384,3,1,2.37301857962985,2712,"TRAIN"
"16824",2012,6,27.13,-83.55,27.22,24.04,36.35,-2.81341071676004,6.9,30,0,0,51,2.2082744135228,0,0,32.81183624,5.911786079,2.291807413,64.39157867,0.869630098,0,0,0,2713,"TRAIN"
"6421",1996,7,28.75,-92.2,30.54,22.37,36.13,0.19062035960865,5.2,38,1,0.02631579,39,2.64617479738412,0,0,15.0736084,62.71329117,0,15.86591244,0.525298178,0,1,0.947381331189084,2715,"TRAIN"
"19473",2016,6,27.7,-83.21,29.65,26.85,35.97,-2.99573227355399,7.1,30,0,0,25,2.64617479738412,0,0,13.45756149,4.868188381,0.639854968,83.29560089,0.719074667,0,0,0,2716,"TRAIN"
"7468",1998,6,27.12,-97.15,27.45,22.35,36.28,-1.30933331998376,5.9,30,0,0,29,2.77881927199042,0,0,9.1e-15,97,3.69e-14,3,1,1,0,0,2717,"TRAIN"
"10362",2002,7,29.16,-92.16,30.3,28.65,33.15,1.17865499634165,1.4,25,1,0.04,10,1.96009478404727,2,4.403744338,0,25,0,48,0.379778266,0,1,1.22377543162212,2718,"TRAIN"
"3319",1992,7,29.07,-90.55,31.4,30.8,29.35,1.0952733874026,6.1,13,0,0,2,0.741937344729377,0,3.960577,4.44e-15,67,0,33,0.800000012,1,0,0,2721,"TRAIN"
"519",1988,7,29.61,-88.78,27.3,27,33,-0.27443684570176,6.3,41,0,0,13,2.40694510831829,4,8.538205,10,30,1.78e-13,60,0.582736373,0,0,0,2722,"TRAIN"
"21801",2019,7,28.24,-91.3,29.56,20.75,36.44,-1.51412773262978,4.3,30,0,0,79,3.3357695763397,0,4.453399335,10.42047596,69.28010559,33.93353271,18.42858696,1.061707735,0,0,0,2723,"TRAIN"
"15504",2010,6,27.8,-83.73,29.97,19.54,36.16,0.27763173659828,7.2,30,0,0,43,2.40694510831829,0,0,15.55738449,11.45110893,1.222373247,67.6554184,0.487534285,0,0,0,2724,"TRAIN"
"21714",2019,6,28.7,-95.12,29.61,22.76,35.21,-0.198450938723838,2.2,30,0,0,25,2.31253542384721,0,0,0,42,0,58,0.669874728,0,0,0,2725,"TRAIN"
"20967",2018,7,29.59,-85.85,30.41,24.54,36.22,-1.56064774826467,5.9,30,56,1.866667,36,2.40694510831829,0,0,5.247186661,9.247282028,5.772456169,90.128685,1.093299866,0,1,4.72738799570348,2726,"TRAIN"
"16323",2011,6,27.89,-96.71,28.72,27.27,35.99,-0.400477566597125,5.5,30,1,0.03333333,25,2.64617479738412,0,0,4.44e-16,69,0,31,0.75,0,1,1.09861222200144,2728,"TRAIN"
"5758",1995,7,29.04,-89.85,31.01,23.14,36.08,2.05412373369555,0,21,0,0,33,3.13983261752775,0,18.85794,1.24e-14,100,1.48e-13,2.84e-14,2.366770744,0,0,0,2729,"TRAIN"
"17657",2013,6,28.28,-94.02,29.69,20.92,36.48,-1.6094379124341,3.6,30,0,0,59,2.83907846350861,0,4.221184798,0,83.5,100,16.5,0.860691905,0,0,0,2730,"TRAIN"
"7592",1998,7,29,-91.77,30.65,22.82,34.16,1.6094379124341,0.6,27,0,0,15,2.4932054526027,0,0,0,-2.13e-14,0,100,0.699999988,1,0,0,2733,"TRAIN"
"15289",2010,6,29,-90.29,30.24,23.06,35.42,1.50185270175416,0.2,30,0,0,12,2.4932054526027,1,12.136092,7.99e-15,49,0,51,2.381289482,1,0,0,2734,"TRAIN"
"19440",2016,6,25.56,-82.85,29.1,26.1,36.39,-3.91202300542815,6.8,30,0,0,46,2.57261223020711,0,0,16.7598362,19.42414856,3.224244595,59.88119125,1.390473366,0,0,0,2735,"TRAIN"
"16964",2012,6,28.16,-94.11,28.82,22.68,36.32,-1.66073120682165,6,30,0,0,63,2.64617479738412,0,8.762003593,13.92879581,47.00199509,17.0555439,36.12414551,0.843032718,1,0,0,2736,"TRAIN"
"12658",2006,7,28.77,-94.72,28.39,27.3,34.39,0.824175442966349,5,41,3,0.07317073,23,2.09186406167839,0,0,5.55e-15,50,0,50,0.7274701,0,1,1.68459061580892,2737,"TRAIN"
"7493",1998,6,27.84,-96.59,28.6,23.45,35.9,-1.38629436111989,4.5,29,0,0,33,2.64617479738412,0,0,1.02e-14,100,0,-5.33e-14,0.756408274,0,0,0,2738,"TRAIN"
"8823",2000,6,29.08,-88.86,27.86,21.04,36.44,0.405465108108164,5,36,0,0,114,4.71939133007811,0,0,0,50,1.49e-13,50,1.354424238,0,0,0,2739,"TRAIN"
"8829",2000,6,26.33,-97.03,26.42,23.97,36.4,-1.38629436111989,5,13,1,0.07692308,27,3.22286784613774,0,0,50,50,0,-3.2e-14,0.460747033,0,1,1.72551011656357,2740,"TRAIN"
"14842",2009,7,29.4,-93.51,30.78,28.25,32.81,0.8754687373539,2.3,30,0,0,14,2.09186406167839,0,0,5.22e-14,-9.81e-13,2.9e-14,100,0.793879509,0,0,0,2741,"TRAIN"
"18966",2015,6,28.1,-94.96,27.5,21.86,36.36,-1.56064774826467,6,30,1,0.03333333,59,2.57261223020711,0,0,54.5,-4.05e-13,0,-7.11e-15,0.89570874,0,1,1.09861222200144,2742,"TRAIN"
"16367",2011,7,28.98,-94.98,29.7,25.43,34.7,0.703097511413113,1.2,30,1,0.03333333,18,2.89591193827178,0,0,2.11e-14,52.5,0,12.5,0.75,0,1,1.09861222200144,2743,"TRAIN"
"1670",1989,7,27.53,-96.57,27.82,20.25,36.34,-1.66073120682165,5,60,0,0,66,3.49953328238302,0,0,3.200519562,85.69112396,6.507875919,5.676256657,0.923686802,0,0,0,2744,"TRAIN"
"18881",2015,6,28.95,-83.06,31.01,30.59,35.8,-0.843970070294529,7.3,30,0,0,8,1.80828877117927,0,0,10,30,100,60,1.711048961,0,0,0,2745,"TRAIN"
"6277",1996,6,26.8,-97.19,25.06,20.62,36.1,-0.776528789498996,7.7,20,0,0,27,3.29953372788566,0,0,4.44e-16,98,3.61e-14,2,1,0,0,0,2746,"TRAIN"
"2118",1990,7,29.1,-90.03,30.4,24.52,34.62,1.77155676191054,0.7,23,0,0,15,2.71469474382088,2,3.98499,9.77e-15,89.5,7.99e-15,10.5,3.13812089,0,0,0,2747,"TRAIN"
"11324",2004,6,29,-95.15,28.79,27.31,32.56,0.936093359170335,4.6,19,0,0,13,2.57261223020711,0,0,1.73e-14,3.5,0,94,0.300000012,0,0,0,2748,"TRAIN"
"18075",2014,6,26.04,-83.28,27.86,23.22,36.3,-4.60517018598809,7,30,0,0,57,2.2082744135228,0,0,19.69368362,18.02788353,15.61707115,60.31968689,0.661207557,0,0,0,2749,"TRAIN"
"9038",2000,7,28.52,-90.71,30.47,22.47,36.29,-0.27443684570176,3,10,0,0,35,3.00071981506503,2,15.03035,3.247393131,72.45298004,2.104337215,22.64274025,0.625331163,0,0,0,2750,"TRAIN"
"3004",1991,7,28.76,-93.77,29.85,28.51,35.67,-2.20727491318972,6.3,43,2,0.04651163,23,1.41098697371026,0,0,50,2.2e-13,0,50,0.857528687,0,1,1.33255011824203,2751,"TRAIN"
"16988",2012,6,28.58,-93.15,28.8,25.52,36.14,-1.71479842809193,6.2,30,16,0.5333333,38,2.40694510831829,0,3.248510044,25.62849617,44.39595413,0,28.3210144,0.918303668,0,1,3.49650750086042,2752,"TRAIN"
"20791",2018,6,28.68,-84.06,30.16,25.92,36.4,-4.60517018598809,7,30,1,0.03333333,32,1.80828877117927,0,0,13.55790806,5.051018715,7.080788612,79.56558228,0.398956001,0,1,1.09861222200144,2754,"TRAIN"
"20858",2018,6,29.17,-88.62,29.19,19.45,36.52,-0.798507696217772,4.4,30,0,0,102,3.7864597824528,2,8.363216999,17,59,0,24,1.186660767,0,0,0,2755,"TRAIN"
"18342",2014,7,29.07,-84.63,29.01,23.92,35.97,-1.89711998488588,6.6,30,2,0.06666667,34,2.09186406167839,0,0,67,-4.62e-13,1.03e-13,33,0.114377081,0,1,1.6094379524341,2756,"TRAIN"
"10948",2003,7,29.2,-89.86,29.13,26.49,34.08,2.44060639089142,0.2,30,0,0,14,2.64617479738412,0,2.220791006,0,57,0,43,2.309137344,0,0,0,2757,"TRAIN"
"5754",1995,7,28.96,-89.55,30.05,22.12,36.14,2.28238238567653,5.9,13,0,0,51,3.93378449720966,0,6.508131,0,50,0,7.11e-15,1.337296963,0,0,0,2758,"TRAIN"
"16165",2011,6,28.28,-84.02,27.28,21.45,36.16,0.488580014818671,6.4,31,0,0,38,1.96009478404727,0,0,18.52423477,7.130883694,18.56947899,66.29440308,0.359951079,0,0,0,2759,"TRAIN"
"21187",2019,6,30.13,-88.31,28.95,22.74,34.2,1.45628673293993,3.4,30,0,0,20,3.00071981506503,0,3.952126797,0.770655632,26.05384636,0.302243054,70.41654205,0.602519274,0,0,0,2760,"TRAIN"
"17402",2013,6,27.37,-83.03,28.98,24.98,36.09,-0.867500567704723,6.3,30,0,0,23,2.4932054526027,0,0,100,7.67e-13,0,-4.97e-14,0.400000006,0,0,0,2762,"TRAIN"
"17409",2013,6,26.35,-82.25,29.18,29.16,35.93,-0.371063681390832,6.1,30,0,0,11,2.40694510831829,0,0,10,23.5,1.42e-13,59.5,0.899999976,0,0,0,2764,"TRAIN"
"8868",2000,6,27.5,-96.82,28.1,23.56,36.41,-2.12026353620009,6.3,39,0,0,42,2.89591193827178,0,0,5.77e-15,84,1.93e-14,16,0.882990897,0,0,0,2765,"TRAIN"
"18146",2014,6,29.25,-85.15,28.49,20.08,36.16,-1.89711998488588,6.2,30,0,0,31,2.4932054526027,0,0,25,-1.01e-12,3.55e-15,75,1.434684396,0,0,0,2766,"TRAIN"
"11412",2004,7,28.54,-91.38,29.78,23.46,36.18,-0.0100503358535015,4.4,23,0,0,38,3.00071981506503,0,6.219342858,5.611655712,69.83289337,5.035222054,19.99486351,1.314601302,0,0,0,2767,"TRAIN"
"18343",2014,7,29.02,-84.3,29.12,25.57,35.92,-1.66073120682165,5.9,30,0,0,28,1.1314021114911,0,0,0,-6.04e-14,0,100,0.157494545,0,0,0,2768,"TRAIN"
"14781",2009,6,28.81,-94.44,29.4,27.85,33.9,-0.462035459596559,5.9,30,0,0,25,2.4932054526027,0,0,2.51e-14,50,2.8e-14,41.66666794,0.816048682,0,0,0,2769,"TRAIN"
"21717",2019,6,29.03,-95.09,29.18,26.62,31.74,0.703097511413113,1.4,30,0,0,14,2.64617479738412,0,0,0.5,49,0,40.28712845,0.699999988,0,0,0,2770,"TRAIN"
"12622",2006,6,27.95,-94.99,28.9,20.18,36.48,-0.891598119283784,4.6,55,0,0,97,3.74004774068834,0,0,0,36.5,0,63.5,0.927600145,0,0,0,2771,"TRAIN"
"19553",2016,6,28.48,-94.96,30.17,23.66,35.7,-0.579818495252942,4.2,30,29,0.9666667,36,2.31253542384721,0,0,0,50,0,50,0.600000024,0,1,4.07753747780402,2772,"TRAIN"
"8972",2000,7,29.37,-93.28,30.49,29.77,32.82,-0.49429632181478,4.1,14,0,0,14,2.09186406167839,4,2.38067,0,100,0,-1.42e-14,0.810865283,0,0,0,2773,"TRAIN"
"15283",2010,6,28.88,-90.17,29.74,21.06,36.08,2.13771044980381,2,30,2,0.06666667,26,2.89591193827178,0,8.267121474,1.78e-15,98.4897995,0,1,2.207653522,0,1,1.6094379524341,2774,"TRAIN"
"16926",2012,6,28.27,-96.35,28.77,27.56,34.34,-0.59783700075562,5.4,30,0,0,20,3.00071981506503,0,0,1.18e-14,17.62121201,2.93e-14,74.37878418,0.649999976,0,0,0,2776,"TRAIN"
"17616",2013,6,28.16,-95.45,27.95,21.07,36.25,-1.27296567581289,5,30,6,0.2,47,2.77881927199042,0,2.447376631,5.479595661,54.88604736,0,40.24968338,0.894961536,0,1,2.56494935746154,2777,"TRAIN"
"967",1988,7,28.65,-93.25,27.89,22.41,36.09,-1.34707364796661,6.2,24,0,0,35,2.31253542384721,0,0,31,28,0,42,0.885727346,1,0,0,2778,"TRAIN"
"8815",2000,6,29.38,-88.81,27.57,22.94,36.23,-0.2484613592985,4.9,10,0,0,37,3.37073817417745,1,11.44441,1.15e-14,2.98e-13,0,97,0.972446024,0,0,0,2779,"TRAIN"
"7632",1998,7,29.07,-90.08,28.66,25.9,33.73,1.62531126159039,2.2,28,0,0,15,2.71469474382088,0,3.155429,8.88e-15,34,0,60,3.788809538,0,0,0,2781,"TRAIN"
"14723",2009,6,28.31,-95.98,27.91,24.66,34.7,0.636576829071551,2.8,30,3,0.1,24,2.2082744135228,0,1.7655911,50,50,0,-1.42e-14,0.919423342,0,1,1.94591014905531,2782,"TRAIN"
"14895",2009,7,28.82,-91.56,30.02,25.43,35.7,1.38128181929635,3.7,30,0,0,26,2.83907846350861,1,0.904240622,5.277289867,62.10608292,1.319156885,28.28445435,1.420971394,0,0,0,2783,"TRAIN"
"325",1988,6,27.73,-97.03,29.16,28.5,33,-0.0202027073175195,6.8,22,1,0.045454545,17,2.83907846350861,0,0,5.835473537,64.06704712,0.566670954,23.83073425,0.616953194,0,1,1.31567678658886,2784,"TRAIN"
"1673",1989,7,27.53,-97.14,27.99,27.41,34.66,-0.301105092783922,6,25,3,0.12,19,2.94968833505258,0,0,5.33e-15,93,1.6e-14,4,0.899999976,0,1,2.10413415427021,2787,"TRAIN"
"17831",2014,7,29.67,-88.41,29.38,19.79,37.54,-1.89711998488588,5.2,30,5,0.1666667,40,2.57261223020711,0,3.902693802,6.384659767,35.74319077,1.907066822,55.44020081,0.27603659,0,1,2.39789545461654,2788,"TRAIN"
"4054",1993,6,28.52,-96.07,28.26,27.93,27.52,0.667829372575655,5,19,0,0,12,2.4932054526027,0,0,0,73,0,26,0.699999988,0,0,0,2789,"TRAIN"
"16978",2012,6,29.06,-93.95,29.09,28.71,31.76,-0.301105092783922,6.1,30,0,0,19,1.62924053973028,0,0,6.367502689,29.11236954,0,63.59303665,0.688565016,0,0,0,2790,"TRAIN"
"18856",2015,6,26.34,-83.53,29.27,21.55,37.13,-2.81341071676004,6.7,30,0,0,59,2.2082744135228,0,0,13,1,0,86,0.446309507,0,0,0,2792,"TRAIN"
"8986",2000,7,29.32,-92.7,30.48,28.77,34.53,-0.82098055206983,4.5,55,0,0,16,1.80828877117927,0,3.635902,0,100,6.93e-14,-3.55e-14,0.850000024,0,0,0,2793,"TRAIN"
"19621",2016,6,28.46,-92.08,29.68,22.72,35.16,-1.96611285637283,4.5,30,1,0.03333333,53,2.64617479738412,0,0,50,50,0,-6.39e-14,0.848090351,0,1,1.09861222200144,2794,"TRAIN"
"4795",1994,7,29.09,-89.66,30.33,25.31,36.06,0.0676586484738149,6.1,29,4,0.137931,17,2.71469474382088,1,4.078739,0,85,1.4e-13,11,1.517817378,0,1,2.22741532656701,2795,"TRAIN"
"19060",2015,7,28.42,-90.78,29.58,24.09,36.4,-0.430782916092454,4.9,30,2,0.06666667,41,2.89591193827178,0,3.856529004,1.78e-15,67,0,33,0.689670861,0,1,1.6094379524341,2796,"TRAIN"
"351",1988,6,26.74,-96.77,28.54,20.5,36.78,-2.40794560865187,5.8,35,0,0,66,3.26193531432865,0,0,7.289152622,71.51972961,16.37258339,17.08204079,0.828498185,0,0,0,2797,"TRAIN"
"7549",1998,7,29.26,-93.93,30.59,29.33,29.45,1.16627093714192,5.2,12,6,0.5,14,1.80828877117927,0,0,2.78e-15,2.42e-13,1.78e-14,-7.82e-14,0.671030223,0,1,3.43398720448515,2798,"TRAIN"
"4965",1994,7,29.21,-94.05,28.37,26.01,35.3,-0.941608539858445,6.3,45,8,0.1777778,16,2.09186406167839,0,0,2,22,0,76,0.646045506,0,1,2.45673588710701,2799,"TRAIN"
"2114",1990,7,29.07,-89.63,30.4,24.69,36.1,3.54124913710991,4.3,13,2,0.1538462,20,2.89591193827178,0,3.230239,0,67.5,1.24e-13,32.5,1.248136282,0,1,2.32540004143687,2800,"TRAIN"
"20238",2017,6,28.74,-94.7,28.33,27.24,32.98,0.405465108108164,4.4,30,11,0.3666667,24,2.2082744135228,0,0,7,44,0,49,0.752620816,0,1,3.13549430288567,2803,"TRAIN"
"13636",2008,6,27.22,-96.83,28.38,22.26,36.24,-1.34707364796661,5,55,7,0.1272727,58,3.43720781918519,0,0,2.083095551,87.68814087,5.337301731,1.811388135,1.034719586,0,1,2.15598142932847,2806,"TRAIN"
"4161",1993,7,28.33,-91.87,31.1,20.32,36.98,0.300104592450338,3,60,0,0,61,2.40694510831829,0,0,0,100,0,-5.68e-14,1.023573399,0,0,0,2807,"TRAIN"
"19564",2016,6,29.3,-94.38,29.3,26.41,33.02,-0.544727175441672,1.7,30,0,0,15,1.80828877117927,0,0,4.06e-14,50,0,50,0.600000024,0,0,0,2808,"TRAIN"
"14437",2009,7,29.62,-87.55,29.55,22.41,36.28,-0.544727175441672,5.4,30,0,0,63,3.3357695763397,0,0,50,-7.03e-13,20,50,0.389663398,3,0,0,2809,"TRAIN"
"18297",2014,7,28.47,-91.64,28.7,21.11,36.38,-1.83258146374831,6.3,30,0,0,52,3.00071981506503,0,3.764204815,6.443051338,69.93077087,4.446205616,19.46367836,1.07084775,0,0,0,2810,"TRAIN"
"2931",1991,6,27.39,-97.07,29.65,25.84,35.46,-0.653926467406664,4.4,30,0,0,28,2.77881927199042,0,0,2.66e-15,100,1.27e-14,4.62e-14,1.100000024,0,0,0,2812,"TRAIN"
"17556",2013,7,29.63,-87.64,28.39,23.01,36.21,0.207014169384326,4.1,30,1,0.03333333,44,2.40694510831829,0,0,50,-7.03e-13,20,50,0.389663398,0,1,1.09861222200144,2814,"TRAIN"
"22212",2021,6,25.21,-82.28,28.85,27.88,36.32,-4.60517018598809,6.9,30,0,0,27,2.09186406167839,0,0,23.87464523,10.50054741,0.964671135,68.68671417,2.057487488,0,0,0,2816,"TRAIN"
"15759",2010,7,28.39,-94.62,29.36,20.76,30.5,0.0676586484738149,2.7,30,3,0.1,42,3.00071981506503,0,0,2.22e-15,67,0,33,0.913182437,0,1,1.94591014905531,2817,"TRAIN"
"3743",1992,7,29,-93.86,28.78,23.71,34.13,-1.89711998488588,3.3,22,10,0.4545455,20,1.41098697371026,0,0,10.16534233,29.53093529,0.097456887,58.76177597,0.745080054,0,1,3.34189773584388,2818,"TRAIN"
"3647",1992,6,26.28,-97.03,26.73,22.72,36.31,1.34547236659964,6,8,0,0,25,3.22286784613774,0,0,50,50,0,-3.2e-14,0.460747033,0,0,0,2819,"TRAIN"
"14687",2009,6,27.05,-97.32,24.43,23.26,36.32,1.12492959698548,5.8,30,19,0.6333333,17,2.83907846350861,0,0,8.88e-16,74,0,26,0.699999988,0,1,3.66356159484759,2820,"TRAIN"
"425",1988,7,28.54,-90.27,28.68,20.42,36.71,-1.96611285637283,6.1,60,0,0,49,3.40452517175483,0,0,1.87e-14,100,2.17e-13,2.84e-14,1.259266853,0,0,0,2821,"TRAIN"
